I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-97,-39,58,68,-78,9,-9,-68,-87,-107,-78,-87
-97,-39,58,68,-78,9,-9,-68,-87,-107,-78,-87
-97,-48,48,73,-73,0,-9,-78,-87,-107,-87,-87
-97,-48,48,73,-73,0,-9,-78,-87,-107,-87,-87
-97,-48,48,73,-73,0,-9,-78,-87,-107,-87,-87
-97,-48,48,73,-73,0,-9,-78,-87,-107,-87,-87
-92,-34,58,63,-75,12,-19,-78,-87,-107,-87,-97
-87,-29,58,58,-73,14,-19,-78,-87,-107,-87,-97
-82,-24,58,53,-70,17,-19,-78,-87,-107,-87,-97
-78,-19,58,48,-68,19,-19,-78,-87,-107,-87,-97
-78,-24,53,51,-65,14,-9,-78,-97,-107,-87,-97
-78,-29,48,53,-63,9,-9,-78,-97,-107,-87,-97
-78,-34,43,56,-61,4,-9,-78,-97,-107,-87,-97
-78,-39,39,58,-58,0,-9,-78,-97,-107,-87,-97
-78,-43,34,61,-56,-4,-9,-78,-97,-107,-78,-97
-78,-48,29,63,-53,-9,-9,-78,-97,-107,-78,-97
-78,-53,24,65,-51,-14,-9,-78,-97,-107,-78,-97
-78,-58,19,68,-48,-19,-9,-78,-97,-107,-78,-97
-82,-53,29,68,-56,-12,-19,-78,-97,-107,-87,-97
-82,-43,39,63,-61,-2,-19,-78,-97,-107,-92,-97
-78,-39,39,58,-58,0,-19,-78,-97,-107,-92,-97
-78,-34,43,56,-61,4,-19,-78,-97,-107,-92,-97
-78,-29,48,53,-63,9,-19,-87,-97,-107,-92,-97
-73,-29,43,51,-58,7,-19,-87,-97,-107,-92,-97
-73,-24,48,48,-61,12,-19,-87,-97,-107,-92,-97
-73,-24,48,48,-61,12,-19,-87,-97,-107,-92,-97
-87,-29,58,58,-73,14,-9,-87,-97,-112,-87,-92
-87,-34,53,61,-70,9,-9,-87,-97,-112,-87,-92
-97,-39,58,68,-78,9,-9,-87,-97,-112,-87,-92
-97,-48,48,73,-73,0,-9,-87,-97,-112,-87,-92
-87,-39,48,63,-68,4,-19,-78,-97,-102,-97,-102
-82,-34,48,58,-65,7,-19,-78,-97,-112,-97,-107
-78,-34,43,56,-61,4,-19,-78,-97,-112,-97,-107
-73,-34,39,53,-56,2,-19,-78,-97,-112,-97,-107
-68,-29,39,48,-53,4,-9,-87,-107,-112,-97,-107
-63,-24,39,43,-51,7,-9,-87,-107,-112,-97,-107
-63,-19,43,41,-53,12,-9,-87,-107,-112,-102,-107
-68,-19,48,43,-58,14,-9,-87,-102,-112,-102,-102
-78,-29,48,53,-63,9,-9,-87,-102,-112,-102,-92
-78,-24,53,51,-65,14,-9,-87,-102,-112,-102,-92
-78,-24,53,51,-65,14,-9,-87,-102,-112,-102,-92
-78,-24,53,51,-65,14,-9,-87,-102,-112,-102,-92
-87,-34,53,61,-70,9,-9,-78,-102,-112,-92,-97
-87,-34,53,61,-70,9,-9,-78,-97,-112,-92,-97
-87,-34,53,61,-70,9,-9,-78,-92,-107,-87,-97
-87,-29,58,58,-73,14,-9,-78,-82,-107,-87,-92
-78,-24,53,51,-65,14,-9,-68,-82,-97,-87,-82
-78,-24,53,51,-65,14,-9,-68,-82,-97,-87,-82
-82,-24,58,53,-70,17,-9,-68,-78,-92,-87,-78
-82,-19,63,51,-73,21,-4,-63,-73,-82,-78,-68
-78,4,82,36,-80,43,4,-73,-68,-92,-73,-78
-73,19,92,26,-82,56,4,-63,-63,-82,-73,-78
-73,24,97,24,-85,61,9,-58,-58,-82,-63,-73
-73,34,107,19,-90,70,9,-53,-53,-78,-58,-73
-73,43,117,14,-95,80,0,-63,-58,-78,-68,-68
-68,58,126,4,-97,92,0,-63,-53,-68,-68,-68
-68,63,131,2,-100,97,0,-53,-43,-68,-68,-63
-68,63,131,2,-100,97,9,-53,-39,-68,-63,-63
-58,73,131,-7,-95,102,4,-58,-48,-78,-63,-63
-58,78,136,-9,-97,107,0,-63,-48,-73,-63,-63
-58,82,141,-12,-100,112,-14,-73,-48,-73,-63,-58
-58,82,141,-12,-100,112,-19,-78,-48,-63,-58,-53
-63,78,141,-7,-102,109,-29,-87,-43,-63,-48,-53
-58,82,141,-12,-100,112,-43,-92,-43,-63,-48,-53
-63,87,151,-12,-107,119,-53,-102,-43,-63,-53,-53
-68,92,161,-12,-114,126,-78,-112,-48,-63,-53,-53
-58,87,146,-14,-102,117,-82,-112,-58,-73,-63,-53
-48,82,131,-17,-90,107,-102,-117,-58,-73,-53,-48
-43,82,126,-19,-85,104,-102,-122,-58,-73,-53,-43
-39,78,117,-19,-78,97,-97,-122,-58,-78,-53,-43
-24,73,97,-24,-61,85,-92,-126,-73,-87,-68,-53
-19,68,87,-24,-53,78,-102,-131,-82,-92,-68,-53
-19,63,82,-21,-51,73,-102,-141,-87,-102,-68,-53
-24,58,82,-17,-53,70,-102,-146,-97,-107,-78,-58
-39,53,92,-7,-65,73,-107,-141,-102,-107,-82,-58
-39,48,87,-4,-63,68,-112,-151,-112,-112,-78,-53
-24,39,63,-7,-43,51,-122,-156,-117,-117,-78,-48
-14,34,48,-9,-31,41,-126,-161,-126,-122,-78,-48
-9,43,53,-17,-31,48,-117,-161,-126,-117,-78,-48
-4,53,58,-24,-31,56,-117,-161,-126,-117,-78,-43
0,53,53,-26,-26,53,-117,-156,-126,-107,-68,-39
0,48,48,-24,-24,48,-107,-146,-117,-102,-58,-34
-14,48,63,-17,-39,56,-92,-141,-112,-97,-68,-39
-19,48,68,-14,-43,58,-82,-131,-112,-92,-68,-39
-24,48,73,-12,-48,61,-73,-131,-107,-92,-68,-39
-34,43,78,-4,-56,61,-53,-126,-107,-92,-68,-43
-43,24,68,9,-56,46,-43,-117,-102,-97,-63,-43
-48,14,63,17,-56,39,-39,-112,-97,-97,-63,-58
-48,4,53,21,-51,29,-29,-102,-92,-97,-63,-58
-58,-4,53,31,-56,24,-29,-102,-87,-97,-68,-58
-58,-14,43,36,-51,14,-24,-102,-97,-102,-78,-68
-58,-24,34,41,-46,4,-24,-107,-102,-112,-92,-78
-58,-29,29,43,-43,0,-24,-107,-117,-126,-107,-92
-58,-39,19,48,-39,-9,-24,-107,-117,-126,-117,-102
-73,-39,34,56,-53,-2,-14,-102,-117,-131,-112,-97
-92,-43,48,68,-70,2,-9,-97,-117,-131,-117,-112
-102,-43,58,73,-80,7,-4,-87,-112,-122,-117,-112
-112,-58,53,85,-82,-2,0,-82,-112,-131,-122,-117
-82,-53,29,68,-56,-12,0,-87,-112,-146,-141,-131
-87,-58,29,73,-58,-14,19,-78,-117,-161,-165,-156
-117,-68,48,92,-82,-9,58,-34,-97,-151,-175,-165
-126,-58,68,92,-97,4,97,9,-68,-151,-195,-200
-141,-39,102,90,-122,31,117,53,-29,-151,-209,-229
-151,-29,122,90,-136,46,141,97,9,-136,-214,-234
-156,-14,141,85,-148,63,156,126,43,-107,-204,-214
-126,9,136,58,-131,73,136,146,87,-63,-170,-185
-107,39,146,34,-126,92,126,165,141,14,-87,-126
-78,39,117,19,-97,78,136,209,209,107,14,-43
-29,29,58,0,-43,43,102,229,253,185,136,58
58,48,-9,-53,34,19,53,219,283,278,263,180
156,107,-48,-131,102,29,-24,175,312,375,419,341
283,180,-102,-231,192,39,-112,102,356,512,629,546
400,258,-141,-329,270,58,-209,39,395,673,863,775
502,302,-200,-402,351,51,-307,-29,414,814,1073,985
600,346,-253,-473,427,46,-400,-112,409,936,1273,1171
717,439,-278,-578,497,80,-483,-190,409,1068,1478,1361
839,522,-317,-680,578,102,-585,-287,370,1185,1673,1532
946,512,-434,-729,690,39,-658,-390,292,1249,1820,1664
1019,414,-605,-717,812,-95,-688,-468,204,1273,1903,1722
1049,326,-722,-688,885,-197,-688,-522,180,1317,1981,1751
1044,258,-785,-651,915,-263,-688,-605,117,1312,1995,1756
961,200,-761,-580,861,-280,-692,-727,-14,1190,1873,1668
761,175,-585,-468,673,-204,-653,-854,-122,1024,1668,1498
531,175,-356,-353,444,-90,-561,-912,-165,863,1410,1273
346,117,-229,-231,287,-56,-492,-932,-244,644,1083,995
219,9,-209,-114,214,-100,-424,-922,-351,380,746,707
97,-63,-161,-17,129,-112,-317,-849,-429,112,405,409
-39,-82,-43,61,2,-63,-224,-795,-497,-151,53,131
-126,-97,29,112,-78,-34,-175,-751,-546,-341,-180,-53
-146,-126,19,136,-82,-53,-136,-673,-551,-409,-278,-131
-146,-156,-9,151,-68,-82,-107,-575,-507,-400,-283,-151
-146,-165,-19,156,-63,-92,-87,-473,-429,-336,-239,-131
-122,-161,-39,141,-41,-100,-63,-380,-366,-248,-165,-102
-112,-126,-14,119,-48,-70,-48,-312,-292,-195,-122,-92
-92,-92,0,92,-46,-46,-48,-268,-234,-161,-97,-82
-78,-82,-4,80,-36,-43,-34,-239,-185,-136,-87,-78
-73,-78,-4,75,-34,-41,-34,-214,-161,-112,-82,-78
-53,-63,-9,58,-21,-36,-39,-190,-136,-102,-82,-68
-48,-63,-14,56,-17,-39,-29,-161,-117,-87,-78,-63
-68,-78,-9,73,-29,-43,-19,-131,-122,-87,-78,-63
-82,-82,0,82,-41,-41,-9,-117,-117,-92,-78,-73
-78,-53,24,65,-51,-14,-4,-92,-112,-82,-87,-78
-82,-24,58,53,-70,17,4,-82,-92,-82,-82,-87
-82,-24,58,53,-70,17,19,-73,-82,-87,-87,-92
-73,-24,48,48,-61,12,14,-82,-87,-92,-107,-102
-53,-29,24,41,-39,-2,19,-82,-87,-107,-102,-107
-48,-29,19,39,-34,-4,24,-73,-87,-107,-117,-112
-53,-39,14,46,-34,-12,24,-73,-87,-112,-122,-117
-48,-53,-4,51,-21,-29,29,-68,-92,-112,-122,-122
-53,-63,-9,58,-21,-36,24,-58,-92,-112,-126,-117
-58,-58,0,58,-29,-29,24,-58,-92,-112,-126,-117
-68,-58,9,63,-39,-24,24,-53,-87,-112,-131,-122
-73,-53,19,63,-46,-17,24,-53,-87,-112,-131,-122
-73,-43,29,58,-51,-7,24,-58,-87,-112,-136,-122
-73,-43,29,58,-51,-7,24,-58,-87,-122,-136,-122
-78,-48,29,63,-53,-9,24,-53,-87,-122,-136,-126
-82,-53,29,68,-56,-12,24,-48,-87,-122,-136,-126
-73,-63,9,68,-41,-26,34,-48,-87,-117,-131,-122
-78,-63,14,70,-46,-24,34,-43,-78,-112,-131,-122
-78,-58,19,68,-48,-19,34,-43,-78,-112,-131,-122
-78,-58,19,68,-48,-19,34,-43,-82,-117,-131,-126
-78,-48,29,63,-53,-9,19,-48,-82,-117,-136,-126
-78,-48,29,63,-53,-9,19,-48,-82,-117,-136,-126
-78,-48,29,63,-53,-9,29,-43,-78,-112,-131,-122
-73,-48,24,61,-48,-12,29,-43,-78,-112,-131,-122
-73,-48,24,61,-48,-12,19,-53,-87,-112,-131,-136
-73,-48,24,61,-48,-12,19,-48,-87,-112,-131,-136
-73,-48,24,61,-48,-12,19,-48,-82,-112,-126,-131
-73,-48,24,61,-48,-12,24,-48,-82,-112,-126,-131
-73,-48,24,61,-48,-12,24,-39,-68,-102,-126,-122
-73,-48,24,61,-48,-12,19,-39,-68,-102,-126,-122
-73,-48,24,61,-48,-12,19,-34,-68,-102,-126,-122
-78,-48,29,63,-53,-9,24,-34,-68,-102,-126,-122
-78,-39,39,58,-58,0,34,-39,-68,-107,-126,-122
-78,-48,29,63,-53,-9,34,-39,-63,-107,-126,-122
-78,-48,29,63,-53,-9,34,-34,-63,-102,-126,-122
-73,-43,29,58,-51,-7,34,-34,-63,-102,-126,-122
-73,-43,29,58,-51,-7,29,-19,-63,-102,-126,-122
-73,-48,24,61,-48,-12,29,-19,-63,-102,-126,-122
-78,-58,19,68,-48,-19,29,-19,-63,-102,-126,-122
-78,-63,14,70,-46,-24,29,-19,-63,-97,-126,-122
-87,-48,39,68,-63,-4,39,-14,-43,-87,-117,-122
-87,-48,39,68,-63,-4,43,-14,-43,-87,-117,-122
-87,-48,39,68,-63,-4,43,-14,-43,-87,-112,-122
-87,-39,48,63,-68,4,43,-14,-39,-87,-112,-122
-97,-34,63,65,-80,14,53,-14,-39,-97,-107,-122
-97,-34,63,65,-80,14,53,-4,-34,-87,-102,-117
-92,-43,48,68,-70,2,58,-4,-34,-82,-102,-117
-92,-43,48,68,-70,2,58,-4,-34,-82,-102,-117
-82,-34,48,58,-65,7,43,-9,-39,-87,-107,-117
-78,-39,39,58,-58,0,43,-9,-39,-87,-112,-117
-73,-39,34,56,-53,-2,48,-9,-34,-82,-112,-112
-68,-29,39,48,-53,4,48,-9,-34,-78,-117,-112
-68,-39,29,53,-48,-4,48,0,-29,-78,-107,-117
-68,-39,29,53,-48,-4,48,0,-29,-78,-112,-117
-63,-39,24,51,-43,-7,48,0,-29,-78,-112,-117
-63,-39,24,51,-43,-7,48,4,-24,-78,-107,-117
-53,-39,14,46,-34,-12,43,0,-34,-78,-117,-117
-53,-34,19,43,-36,-7,43,4,-29,-78,-117,-117
-53,-29,24,41,-39,-2,43,4,-29,-73,-122,-112
-53,-24,29,39,-41,2,43,4,-29,-68,-122,-112
-63,-24,39,43,-51,7,43,4,-19,-68,-112,-112
-63,-19,43,41,-53,12,43,9,-19,-68,-102,-112
-63,-19,43,41,-53,12,48,19,-9,-58,-97,-112
-63,-14,48,39,-56,17,48,19,-4,-58,-97,-107
-63,-19,43,41,-53,12,58,19,-14,-58,-102,-117
-68,-29,39,48,-53,4,63,19,-9,-53,-102,-112
-68,-34,34,51,-51,0,68,29,-4,-43,-97,-107
-68,-39,29,53,-48,-4,68,34,0,-39,-87,-107
-68,-34,34,51,-51,0,58,39,4,-29,-78,-92
-63,-29,34,46,-48,2,58,39,14,-24,-78,-92
-58,-24,34,41,-46,4,63,43,24,-24,-78,-92
-48,-19,29,34,-39,4,63,48,34,-19,-73,-92
-58,-29,29,43,-43,0,68,58,39,-19,-73,-92
-58,-14,43,36,-51,14,68,58,39,-19,-73,-92
-58,-9,48,34,-53,19,68,63,43,-14,-68,-92
-58,-9,48,34,-53,19,73,68,48,-9,-68,-82
-63,0,63,31,-63,31,63,63,53,-14,-68,-82
-63,0,63,31,-63,31,68,68,58,-9,-68,-78
-58,0,58,29,-58,29,73,73,63,-4,-68,-78
-58,4,63,26,-61,34,73,78,68,0,-63,-78
-58,4,63,26,-61,34,82,92,82,14,-53,-73
-48,9,58,19,-53,34,82,97,87,19,-48,-73
-48,9,58,19,-53,34,82,102,92,24,-48,-73
-48,9,58,19,-53,34,82,102,97,29,-48,-73
-53,4,58,24,-56,31,78,112,92,43,-43,-63
-48,4,53,21,-51,29,78,112,102,43,-34,-63
-43,9,53,17,-48,31,78,117,112,48,-43,-63
-39,9,48,14,-43,29,78,126,117,53,-43,-58
-29,19,48,4,-39,34,73,126,136,58,-29,-58
-29,29,58,0,-43,43,78,131,146,63,-24,-58
-24,29,53,-2,-39,41,78,136,146,68,-24,-53
-19,39,58,-9,-39,48,78,141,151,73,-24,-53
-19,29,48,-4,-34,39,87,146,161,73,-24,-63
-9,29,39,-9,-24,34,92,161,170,87,-19,-58
-9,34,43,-12,-26,39,97,170,170,92,-14,-53
-14,34,48,-9,-31,41,97,180,175,102,-9,-43
-14,43,58,-14,-36,51,102,185,190,107,4,-43
-4,48,53,-21,-29,51,102,195,204,112,9,-43
-4,53,58,-24,-31,56,102,204,219,122,14,-43
-4,53,58,-24,-31,56,107,214,234,131,19,-39
4,58,53,-31,-24,56,97,224,239,136,19,-29
14,63,48,-39,-17,56,102,234,253,146,24,-29
14,68,53,-41,-19,61,102,244,258,146,34,-24
9,68,58,-39,-24,63,102,253,273,161,39,-19
4,78,73,-41,-34,75,107,258,287,175,53,-14
9,82,73,-46,-31,78,112,268,297,185,58,-14
14,87,73,-51,-29,80,112,278,312,195,63,-14
9,87,78,-48,-34,82,112,292,326,204,73,-4
19,87,68,-53,-24,78,112,307,346,224,82,-4
24,97,73,-61,-24,85,117,317,356,239,87,0
24,102,78,-63,-26,90,117,326,375,248,97,4
29,102,73,-65,-21,87,126,336,390,258,102,9
29,122,92,-75,-31,107,136,336,395,258,112,14
34,122,87,-78,-26,104,136,341,409,268,117,14
39,122,82,-80,-21,102,136,356,419,278,122,19
39,126,87,-82,-24,107,141,366,434,292,131,24
48,136,87,-92,-19,112,141,375,448,307,131,19
48,141,92,-95,-21,117,141,390,468,322,141,24
53,141,87,-97,-17,114,151,400,478,331,156,34
63,151,87,-107,-12,119,151,414,492,346,165,48
58,156,97,-107,-19,126,141,429,502,356,170,63
63,156,92,-109,-14,124,141,429,512,361,180,63
63,161,97,-112,-17,129,141,439,527,366,180,68
73,165,92,-119,-9,129,141,448,541,380,185,73
82,170,87,-126,-2,129,151,448,556,400,200,82
87,175,87,-131,0,131,151,458,561,405,204,82
87,180,92,-134,-2,136,151,463,575,409,214,82
97,185,87,-141,4,136,146,468,580,419,219,82
87,185,97,-136,-4,141,136,468,580,414,219,87
87,185,97,-136,-4,141,136,473,590,424,224,92
92,185,92,-139,0,139,136,483,595,429,229,97
97,190,92,-143,2,141,136,483,605,434,234,102
107,204,97,-156,4,151,136,473,605,439,229,107
107,214,107,-161,0,161,136,473,605,444,239,112
112,219,107,-165,2,163,131,468,600,448,239,117
112,219,107,-165,2,163,131,463,600,448,244,117
122,209,87,-165,17,148,131,458,595,444,253,122
126,214,87,-170,19,151,122,448,590,439,248,122
126,219,92,-173,17,156,122,429,575,424,244,117
126,219,92,-173,17,156,112,414,566,419,244,117
122,214,92,-168,14,153,97,405,556,409,234,112
122,209,87,-165,17,148,92,390,541,409,234,112
122,209,87,-165,17,148,82,375,517,395,234,122
126,209,82,-168,21,146,73,356,502,385,234,122
131,204,73,-168,29,139,68,341,478,366,229,122
131,200,68,-165,31,134,63,322,453,356,224,122
131,180,48,-156,41,114,53,297,434,341,204,122
126,170,43,-148,41,107,48,273,409,326,195,117
117,175,58,-146,29,117,43,263,375,302,185,107
117,175,58,-146,29,117,34,239,356,292,170,97
107,175,68,-141,19,122,24,219,336,278,165,92
107,165,58,-136,24,112,24,200,312,268,156,87
92,161,68,-126,12,114,19,180,283,244,146,92
87,156,68,-122,9,112,14,161,263,219,131,82
82,151,68,-117,7,109,9,136,239,200,131,82
78,151,73,-114,2,112,9,126,219,175,122,78
73,146,73,-109,0,109,4,112,204,161,112,63
73,131,58,-102,7,95,4,102,190,151,102,63
63,117,53,-90,4,85,0,87,170,141,92,58
43,102,58,-73,-7,80,-4,78,151,126,82,48
48,92,43,-70,2,68,-4,63,141,112,63,43
39,87,48,-63,-4,68,-4,43,122,102,58,43
34,87,53,-61,-9,70,-9,34,102,87,53,34
24,73,48,-48,-12,61,-14,24,92,73,43,29
9,68,58,-39,-24,63,-24,14,82,63,39,19
9,68,58,-39,-24,63,-24,9,68,53,29,9
4,68,63,-36,-29,65,-24,4,58,48,19,4
-4,58,63,-26,-34,61,-19,0,43,34,19,-4
4,63,58,-34,-26,61,-19,-9,43,19,9,-4
9,58,48,-34,-19,53,-19,-9,34,9,4,-4
4,63,58,-34,-26,61,-19,-24,24,0,-4,-4
9,63,53,-36,-21,58,-19,-24,14,-9,-19,-4
-4,63,68,-29,-36,65,-9,-24,14,-9,-24,-9
-4,63,68,-29,-36,65,-9,-24,9,-9,-29,-14
-9,53,63,-21,-36,58,-4,-29,9,-14,-24,-14
-19,53,73,-17,-46,63,-4,-34,4,-14,-24,-24
-19,43,63,-12,-41,53,4,-39,-4,-24,-34,-29
-24,34,58,-4,-41,46,4,-39,-4,-34,-39,-29
-34,29,63,2,-48,46,4,-43,-14,-34,-43,-34
-39,29,68,4,-53,48,4,-43,-19,-39,-43,-34
-29,24,53,2,-41,39,4,-43,-9,-39,-48,-39
-29,29,58,0,-43,43,4,-43,-9,-39,-48,-39
-34,43,78,-4,-56,61,4,-48,-14,-39,-48,-43
-34,48,82,-7,-58,65,4,-48,-19,-48,-58,-48
-34,43,78,-4,-56,61,-4,-43,-24,-48,-58,-48
-34,43,78,-4,-56,61,-4,-43,-24,-53,-63,-48
-34,43,78,-4,-56,61,-4,-43,-24,-58,-68,-53
-34,43,78,-4,-56,61,0,-43,-29,-58,-68,-53
-43,39,82,2,-63,61,0,-34,-29,-48,-58,-53
-43,34,78,4,-61,56,0,-34,-24,-48,-58,-53
-39,24,63,7,-51,43,0,-34,-19,-48,-58,-53
-39,19,58,9,-48,39,0,-34,-19,-48,-63,-53
-29,19,48,4,-39,34,0,-43,-19,-48,-63,-53
-29,19,48,4,-39,34,0,-43,-24,-53,-63,-58
-39,19,58,9,-48,39,0,-43,-29,-58,-73,-58
-43,14,58,14,-51,36,4,-39,-34,-58,-73,-58
-34,24,58,4,-46,41,4,-48,-34,-68,-68,-58
-39,29,68,4,-53,48,0,-48,-34,-68,-68,-63
-39,29,68,4,-53,48,0,-48,-34,-68,-73,-63
-39,19,58,9,-48,39,0,-48,-34,-68,-73,-58
-43,29,73,7,-58,51,0,-48,-29,-58,-73,-58
-43,34,78,4,-61,56,0,-48,-29,-58,-73,-58
-39,34,73,2,-56,53,0,-48,-29,-58,-73,-68
-39,29,68,4,-53,48,0,-48,-29,-63,-73,-68
-39,34,73,2,-56,53,-4,-43,-29,-63,-68,-63
-39,24,63,7,-51,43,0,-43,-29,-63,-68,-63
-39,34,73,2,-56,53,0,-43,-29,-63,-68,-68
-39,34,73,2,-56,53,0,-43,-29,-63,-68,-68
-43,29,73,7,-58,51,9,-39,-29,-63,-68,-68
-48,24,73,12,-61,48,9,-39,-29,-63,-68,-68
-53,14,68,19,-61,41,9,-39,-29,-63,-68,-68
-58,9,68,24,-63,39,9,-39,-29,-53,-68,-68
-53,19,73,17,-63,46,4,-39,-19,-63,-78,-73
-53,19,73,17,-63,46,4,-34,-19,-63,-78,-73
-48,24,73,12,-61,48,4,-34,-19,-68,-78,-73
-48,24,73,12,-61,48,4,-34,-19,-68,-78,-73
-58,14,73,21,-65,43,9,-43,-29,-58,-78,-78
-58,14,73,21,-65,43,9,-43,-29,-58,-78,-78
-58,14,73,21,-65,43,14,-43,-29,-58,-78,-78
-58,14,73,21,-65,43,14,-39,-24,-58,-78,-78
-48,19,68,14,-58,43,14,-39,-24,-58,-68,-68
-48,24,73,12,-61,48,14,-43,-24,-58,-73,-68
-53,29,82,12,-68,56,14,-43,-24,-58,-73,-68
-53,24,78,14,-65,51,14,-43,-24,-58,-73,-73
-48,14,63,17,-56,39,14,-43,-24,-68,-82,-73
-48,14,63,17,-56,39,14,-43,-24,-68,-82,-73
-39,14,53,12,-46,34,14,-43,-24,-68,-82,-73
-39,19,58,9,-48,39,14,-43,-24,-68,-82,-73
-39,24,63,7,-51,43,4,-43,-34,-68,-73,-63
-39,29,68,4,-53,48,9,-43,-34,-68,-73,-63
-39,29,68,4,-53,48,9,-43,-34,-68,-73,-63
-39,24,63,7,-51,43,4,-43,-39,-68,-73,-58
-29,14,43,7,-36,29,4,-43,-39,-68,-82,-68
-29,14,43,7,-36,29,4,-43,-34,-68,-82,-68
-24,14,39,4,-31,26,4,-43,-34,-63,-82,-68
-24,14,39,4,-31,26,4,-43,-39,-63,-82,-68
-29,4,34,12,-31,19,14,-43,-39,-73,-73,-68
-34,4,39,14,-36,21,14,-43,-39,-73,-73,-68
-34,0,34,17,-34,17,14,-43,-43,-82,-78,-68
-39,0,39,19,-39,19,9,-48,-43,-82,-78,-73
-34,9,43,12,-39,26,4,-48,-43,-82,-87,-73
-34,14,48,9,-41,31,4,-48,-48,-87,-87,-73
-34,19,53,7,-43,36,9,-53,-48,-87,-87,-78
-34,24,58,4,-46,41,9,-53,-48,-87,-92,-78
-43,24,68,9,-56,46,9,-58,-53,-87,-82,-78
-34,24,58,4,-46,41,9,-58,-53,-92,-82,-78
-34,24,58,4,-46,41,9,-58,-53,-92,-82,-78
-43,19,63,12,-53,41,9,-63,-53,-92,-82,-78
-53,9,63,21,-58,36,14,-58,-58,-82,-97,-78
-48,14,63,17,-56,39,14,-58,-58,-87,-97,-78
-43,14,58,14,-51,36,14,-58,-58,-87,-97,-78
-43,9,53,17,-48,31,9,-58,-58,-87,-102,-78
-34,14,48,9,-41,31,0,-68,-58,-97,-112,-87
-34,19,53,7,-43,36,0,-68,-58,-97,-112,-92
-34,24,58,4,-46,41,0,-73,-58,-102,-112,-92
-34,29,63,2,-48,46,0,-78,-63,-102,-112,-92
-34,19,53,7,-43,36,0,-68,-63,-102,-107,-82
-34,24,58,4,-46,41,0,-68,-63,-102,-107,-82
-34,24,58,4,-46,41,4,-63,-58,-102,-102,-78
-34,14,48,9,-41,31,4,-63,-58,-102,-102,-78
-43,-4,39,24,-41,17,4,-68,-58,-92,-92,-73
-43,-4,39,24,-41,17,4,-68,-63,-102,-97,-78
-43,4,48,19,-46,26,4,-68,-63,-102,-97,-78
-43,9,53,17,-48,31,0,-68,-63,-102,-97,-78
-34,14,48,9,-41,31,-9,-78,-68,-112,-102,-87
-34,14,48,9,-41,31,-9,-78,-73,-112,-107,-87
-39,19,58,9,-48,39,-9,-78,-78,-117,-112,-87
-39,24,63,7,-51,43,-9,-78,-78,-117,-117,-87
-39,24,63,7,-51,43,-9,-78,-78,-117,-107,-87
-34,24,58,4,-46,41,-9,-82,-82,-117,-112,-87
-29,24,53,2,-41,39,-9,-82,-82,-112,-112,-87
-24,19,43,2,-34,31,-9,-78,-82,-112,-112,-92
-34,9,43,12,-39,26,-4,-78,-78,-112,-112,-92
-34,9,43,12,-39,26,4,-78,-78,-112,-112,-92
-34,9,43,12,-39,26,9,-78,-78,-112,-117,-92
-34,9,43,12,-39,26,14,-78,-78,-112,-117,-92
-24,24,48,0,-36,36,4,-82,-87,-117,-117,-92
-19,24,43,-2,-31,34,0,-82,-87,-117,-117,-92
-19,19,39,0,-29,29,0,-82,-87,-117,-117,-92
-24,19,43,2,-34,31,0,-82,-87,-122,-117,-92
-34,14,48,9,-41,31,4,-82,-87,-122,-117,-92
-34,14,48,9,-41,31,4,-82,-87,-122,-117,-97
-34,14,48,9,-41,31,9,-87,-87,-122,-122,-97
-34,14,48,9,-41,31,9,-87,-87,-122,-122,-97
-43,19,63,12,-53,41,0,-82,-78,-112,-117,-97
-43,14,58,14,-51,36,0,-82,-78,-117,-117,-97
-43,14,58,14,-51,36,0,-82,-82,-122,-117,-92
-43,19,63,12,-53,41,-4,-87,-87,-122,-122,-92
-39,19,58,9,-48,39,-4,-97,-87,-131,-122,-97
-39,19,58,9,-48,39,-4,-92,-87,-131,-122,-97
-34,19,53,7,-43,36,-4,-92,-87,-131,-122,-97
-29,14,43,7,-36,29,-4,-92,-87,-126,-122,-97
-39,4,43,17,-41,24,0,-87,-82,-117,-122,-87
-34,0,34,17,-34,17,0,-87,-82,-117,-117,-87
-34,-4,29,19,-31,12,0,-92,-82,-117,-117,-87
-34,-4,29,19,-31,12,0,-97,-82,-122,-122,-87
-39,9,48,14,-43,29,-9,-87,-92,-131,-122,-97
-39,9,48,14,-43,29,-9,-87,-97,-131,-131,-97
-39,9,48,14,-43,29,-9,-87,-97,-131,-131,-97
-39,9,48,14,-43,29,-9,-87,-97,-131,-131,-97
-53,4,58,24,-56,31,-4,-87,-92,-122,-122,-97
-53,4,58,24,-56,31,0,-92,-92,-122,-122,-97
-53,9,63,21,-58,36,4,-92,-87,-122,-122,-97
-53,14,68,19,-61,41,9,-92,-87,-122,-122,-97
-43,9,53,17,-48,31,0,-87,-82,-126,-117,-92
-43,4,48,19,-46,26,0,-92,-82,-126,-117,-92
-39,-9,29,24,-34,9,0,-92,-82,-126,-117,-87
-39,-14,24,26,-31,4,0,-87,-78,-126,-112,-87
-39,-4,34,21,-36,14,-9,-87,-87,-136,-122,-97
-43,0,43,21,-43,21,-9,-92,-87,-136,-122,-97
-43,4,48,19,-46,26,-9,-92,-87,-136,-122,-102
